,날짜,영화명,평점
1448,20190205,"색, 계",8.53
1449,20190205,내안의 그놈,8.48
1450,20190205,스윙키즈,8.40
1451,20190205,영주,8.38
1452,20190205,레토,8.38
1453,20190205,아쿠아맨,8.38
1454,20190205,B급 며느리,8.10
1455,20190205,박열,8.09
1456,20190205,사울의 아들,7.83
1457,20190205,글래스,7.64
1458,20190205,그대 이름은 장미,7.48
1459,20190205,군산: 거위를 노래하다,6.89
1460,20190205,뺑반,6.75
1461,20190205,미래의 미라이,6.14
1462,20190205,언니,5.64
1463,20190205,혈투,5.25
1464,20190206,그린 북,9.64
1465,20190206,가버나움,9.58
1466,20190206,언더독,9.45
1467,20190206,보헤미안 랩소디,9.44
1468,20190206,폴란드로 간 아이들,9.40
1469,20190206,쉰들러 리스트,9.36
1470,20190206,드래곤 길들이기 3,9.29
1471,20190206,스파이더맨: 뉴 유니버스,9.27
1472,20190206,러브 유어셀프 인 서울,9.25
1473,20190206,어느 가족,9.23
1474,20190206,"님아, 그 강을 건너지 마오",9.23
1475,20190206,러빙 빈센트: 비하인드 에디션,9.21
1476,20190206,바울,9.17
1477,20190206,극장판 공룡메카드: 타이니소어의 섬,9.16
1478,20190206,스타 이즈 본,9.15
1479,20190206,인생 후르츠,9.13
1480,20190206,미쓰백,9.11
1481,20190206,로마,9.11
1482,20190206,말모이,9.07
1483,20190206,왕의 남자,9.03
1484,20190206,극장판 헬로카봇:옴파로스 섬의 비밀,8.98
1485,20190206,바르다가 사랑한 얼굴들,8.91
1486,20190206,극한직업,8.87
1487,20190206,알리타: 배틀 엔젤,8.86
1488,20190206,일일시호일,8.82
1489,20190206,주먹왕 랄프 2: 인터넷 속으로,8.75
1490,20190206,"색, 계",8.53
1491,20190206,내안의 그놈,8.44
1492,20190206,스윙키즈,8.39
1493,20190206,레토,8.39
1494,20190206,영주,8.38
1495,20190206,아쿠아맨,8.38
1496,20190206,B급 며느리,8.10
1497,20190206,박열,8.09
1498,20190206,사울의 아들,7.83
1499,20190206,글래스,7.65
1500,20190206,그대 이름은 장미,7.42
1501,20190206,군산: 거위를 노래하다,6.89
1502,20190206,뺑반,6.69
1503,20190206,미래의 미라이,6.15
1504,20190206,언니,5.64
1505,20190206,PMC: 더 벙커,5.26
1506,20190206,혈투,5.25
1507,20190207,그린 북,9.65
1508,20190207,가버나움,9.58
1509,20190207,언더독,9.45
1510,20190207,보헤미안 랩소디,9.44
1511,20190207,폴란드로 간 아이들,9.40
1512,20190207,쉰들러 리스트,9.36
1513,20190207,스파이더맨: 뉴 유니버스,9.27
1514,20190207,러브 유어셀프 인 서울,9.26
1515,20190207,드래곤 길들이기 3,9.26
1516,20190207,어느 가족,9.23
1517,20190207,"님아, 그 강을 건너지 마오",9.23
1518,20190207,러빙 빈센트: 비하인드 에디션,9.21
1519,20190207,바울,9.17
1520,20190207,극장판 공룡메카드: 타이니소어의 섬,9.16
1521,20190207,스타 이즈 본,9.15
1522,20190207,인생 후르츠,9.12
1523,20190207,미쓰백,9.11
1524,20190207,로마,9.10
1525,20190207,말모이,9.06
1526,20190207,왕의 남자,9.03
1527,20190207,극장판 헬로카봇:옴파로스 섬의 비밀,8.98
1528,20190207,바르다가 사랑한 얼굴들,8.91
1529,20190207,소공녀,8.87
1530,20190207,알리타: 배틀 엔젤,8.86
1531,20190207,극한직업,8.85
1532,20190207,일일시호일,8.81
1533,20190207,주먹왕 랄프 2: 인터넷 속으로,8.75
1534,20190207,플로리다 프로젝트,8.57
1535,20190207,내안의 그놈,8.41
1536,20190207,스윙키즈,8.39
1537,20190207,레토,8.39
1538,20190207,영주,8.38
1539,20190207,아쿠아맨,8.38
1540,20190207,셰이프 오브 워터: 사랑의 모양,8.36
1541,20190207,패터슨,8.32
1542,20190207,박열,8.09
1543,20190207,B급 며느리,8.07
1544,20190207,사울의 아들,7.83
1545,20190207,글래스,7.65
1546,20190207,그대 이름은 장미,7.33
1547,20190207,군산: 거위를 노래하다,6.89
1548,20190207,뺑반,6.66
1549,20190207,미래의 미라이,6.13
1550,20190207,언니,5.64
1551,20190207,PMC: 더 벙커,5.26
1552,20190207,혈투,5.25
1553,20190208,그린 북,9.64
1554,20190208,가버나움,9.58
1555,20190208,보헤미안 랩소디,9.44
1556,20190208,언더독,9.43
1557,20190208,폴란드로 간 아이들,9.40
1558,20190208,쉰들러 리스트,9.35
1559,20190208,드래곤 길들이기 3,9.27
1560,20190208,스파이더맨: 뉴 유니버스,9.27
1561,20190208,어느 가족,9.23
1562,20190208,"님아, 그 강을 건너지 마오",9.23
1563,20190208,러빙 빈센트: 비하인드 에디션,9.21
1564,20190208,바울,9.17
1565,20190208,극장판 공룡메카드: 타이니소어의 섬,9.16
1566,20190208,스타 이즈 본,9.15
1567,20190208,인생 후르츠,9.12
1568,20190208,미쓰백,9.11
1569,20190208,로마,9.10
1570,20190208,말모이,9.06
1571,20190208,극장판 헬로카봇:옴파로스 섬의 비밀,8.97
1572,20190208,바르다가 사랑한 얼굴들,8.91
1573,20190208,소공녀,8.87
1574,20190208,알리타: 배틀 엔젤,8.83
1575,20190208,극한직업,8.83
1576,20190208,일일시호일,8.82
1577,20190208,주먹왕 랄프 2: 인터넷 속으로,8.75
1578,20190208,플로리다 프로젝트,8.57
1579,20190208,내안의 그놈,8.40
1580,20190208,레토,8.40
1581,20190208,스윙키즈,8.39
1582,20190208,아쿠아맨,8.38
1583,20190208,셰이프 오브 워터: 사랑의 모양,8.36
1584,20190208,패터슨,8.32
1585,20190208,박열,8.09
1586,20190208,B급 며느리,8.04
1587,20190208,사울의 아들,7.83
1588,20190208,글래스,7.65
1589,20190208,뺑반,6.64
1590,20190208,미래의 미라이,6.12
1591,20190208,언니,5.64
1592,20190208,PMC: 더 벙커,5.26
1593,20190208,혈투,5.25
1594,20190209,그린 북,9.64
1595,20190209,가버나움,9.58
1596,20190209,보헤미안 랩소디,9.44
1597,20190209,언더독,9.43
1598,20190209,폴란드로 간 아이들,9.40
1599,20190209,쉰들러 리스트,9.35
1600,20190209,드래곤 길들이기 3,9.27
1601,20190209,스파이더맨: 뉴 유니버스,9.27
1602,20190209,어느 가족,9.23
1603,20190209,"님아, 그 강을 건너지 마오",9.23
1604,20190209,러빙 빈센트: 비하인드 에디션,9.21
1605,20190209,바울,9.17
1606,20190209,극장판 공룡메카드: 타이니소어의 섬,9.16
1607,20190209,스타 이즈 본,9.15
1608,20190209,인생 후르츠,9.12
1609,20190209,미쓰백,9.11
1610,20190209,로마,9.10
1611,20190209,말모이,9.06
1612,20190209,바르다가 사랑한 얼굴들,8.91
1613,20190209,극장판 헬로카봇:옴파로스 섬의 비밀,8.90
1614,20190209,소공녀,8.87
1615,20190209,알리타: 배틀 엔젤,8.83
1616,20190209,일일시호일,8.83
1617,20190209,극한직업,8.80
1618,20190209,주먹왕 랄프 2: 인터넷 속으로,8.75
1619,20190209,플로리다 프로젝트,8.57
1620,20190209,레토,8.41
1621,20190209,스윙키즈,8.39
1622,20190209,내안의 그놈,8.39
1623,20190209,아쿠아맨,8.38
1624,20190209,셰이프 오브 워터: 사랑의 모양,8.36
1625,20190209,패터슨,8.32
1626,20190209,B급 며느리,8.04
1627,20190209,사울의 아들,7.83
1628,20190209,글래스,7.65
1629,20190209,뺑반,6.63
1630,20190209,미래의 미라이,6.13
1631,20190209,PMC: 더 벙커,5.26
1632,20190209,혈투,5.25
1633,20190210,그린 북,9.64
1634,20190210,가버나움,9.58
1635,20190210,보헤미안 랩소디,9.44
1636,20190210,언더독,9.43
1637,20190210,폴란드로 간 아이들,9.40
1638,20190210,쉰들러 리스트,9.36
1639,20190210,스파이더맨: 뉴 유니버스,9.27
1640,20190210,드래곤 길들이기 3,9.26
1641,20190210,어느 가족,9.23
1642,20190210,"님아, 그 강을 건너지 마오",9.23
1643,20190210,러빙 빈센트,9.21
1644,20190210,바울,9.17
1645,20190210,극장판 공룡메카드: 타이니소어의 섬,9.15
1646,20190210,스타 이즈 본,9.15
1647,20190210,인생 후르츠,9.11
1648,20190210,로마,9.10
1649,20190210,말모이,9.06
1650,20190210,바르다가 사랑한 얼굴들,8.91
1651,20190210,극장판 헬로카봇:옴파로스 섬의 비밀,8.88
1652,20190210,소공녀,8.85
1653,20190210,일일시호일,8.84
1654,20190210,알리타: 배틀 엔젤,8.82
1655,20190210,극한직업,8.78
1656,20190210,주먹왕 랄프 2: 인터넷 속으로,8.75
1657,20190210,플로리다 프로젝트,8.57
1658,20190210,레토,8.41
1659,20190210,스윙키즈,8.39
1660,20190210,내안의 그놈,8.38
1661,20190210,아쿠아맨,8.37
1662,20190210,셰이프 오브 워터: 사랑의 모양,8.36
1663,20190210,패터슨,8.32
1664,20190210,B급 며느리,8.03
1665,20190210,사울의 아들,7.83
1666,20190210,글래스,7.65
1667,20190210,뺑반,6.64
1668,20190210,미래의 미라이,6.13
1669,20190210,PMC: 더 벙커,5.26
1670,20190210,혈투,5.25
1671,20190211,그린 북,9.64
1672,20190211,가버나움,9.58
1673,20190211,보헤미안 랩소디,9.44
1674,20190211,언더독,9.43
1675,20190211,폴란드로 간 아이들,9.40
1676,20190211,쉰들러 리스트,9.36
1677,20190211,스파이더맨: 뉴 유니버스,9.27
1678,20190211,드래곤 길들이기 3,9.26
1679,20190211,어느 가족,9.24
1680,20190211,"님아, 그 강을 건너지 마오",9.23
1681,20190211,러빙 빈센트,9.21
1682,20190211,바울,9.17
1683,20190211,극장판 공룡메카드: 타이니소어의 섬,9.15
1684,20190211,스타 이즈 본,9.15
1685,20190211,인생 후르츠,9.11
1686,20190211,로마,9.10
1687,20190211,말모이,9.06
1688,20190211,바르다가 사랑한 얼굴들,8.91
1689,20190211,극장판 헬로카봇:옴파로스 섬의 비밀,8.87
1690,20190211,소공녀,8.85
1691,20190211,일일시호일,8.82
1692,20190211,알리타: 배틀 엔젤,8.81
1693,20190211,극한직업,8.77
1694,20190211,주먹왕 랄프 2: 인터넷 속으로,8.75
1695,20190211,플로리다 프로젝트,8.57
1696,20190211,레토,8.41
1697,20190211,스윙키즈,8.38
1698,20190211,아쿠아맨,8.37
1699,20190211,내안의 그놈,8.37
1700,20190211,셰이프 오브 워터: 사랑의 모양,8.36
1701,20190211,패터슨,8.32
1702,20190211,B급 며느리,8.02
1703,20190211,사울의 아들,7.83
1704,20190211,글래스,7.64
1705,20190211,뺑반,6.63
1706,20190211,미래의 미라이,6.14
1707,20190211,PMC: 더 벙커,5.26
1708,20190211,혈투,5.25
1709,20190211,봉신연의: 영웅의 귀환,4.87
1710,20190212,그린 북,9.64
1711,20190212,가버나움,9.59
1712,20190212,보헤미안 랩소디,9.44
1713,20190212,언더독,9.43
1714,20190212,폴란드로 간 아이들,9.40
1715,20190212,쉰들러 리스트,9.36
1716,20190212,스파이더맨: 뉴 유니버스,9.27
1717,20190212,드래곤 길들이기 3,9.27
1718,20190212,어느 가족,9.24
1719,20190212,"님아, 그 강을 건너지 마오",9.23
1720,20190212,러빙 빈센트,9.21
1721,20190212,바울,9.17
1722,20190212,극장판 공룡메카드: 타이니소어의 섬,9.15
1723,20190212,스타 이즈 본,9.15
1724,20190212,인생 후르츠,9.11
1725,20190212,로마,9.10
1726,20190212,말모이,9.06
1727,20190212,바르다가 사랑한 얼굴들,8.91
1728,20190212,극장판 헬로카봇:옴파로스 섬의 비밀,8.86
1729,20190212,소공녀,8.83
1730,20190212,일일시호일,8.82
1731,20190212,알리타: 배틀 엔젤,8.81
1732,20190212,극한직업,8.75
1733,20190212,주먹왕 랄프 2: 인터넷 속으로,8.75
1734,20190212,플로리다 프로젝트,8.57
1735,20190212,레토,8.41
1736,20190212,스윙키즈,8.38
1737,20190212,아쿠아맨,8.37
1738,20190212,셰이프 오브 워터: 사랑의 모양,8.36
1739,20190212,내안의 그놈,8.36
1740,20190212,패터슨,8.32
1741,20190212,B급 며느리,8.02
1742,20190212,사울의 아들,7.83
1743,20190212,글래스,7.62
1744,20190212,뺑반,6.61
1745,20190212,미래의 미라이,6.15
1746,20190212,혈투,5.25
1747,20190212,PMC: 더 벙커,5.25
1748,20190212,봉신연의: 영웅의 귀환,4.87
1749,20190213,그린 북,9.64
1750,20190213,가버나움,9.59
1751,20190213,보헤미안 랩소디,9.44
1752,20190213,언더독,9.43
1753,20190213,폴란드로 간 아이들,9.40
1754,20190213,쉰들러 리스트,9.36
1755,20190213,드래곤 길들이기 3,9.27
1756,20190213,스파이더맨: 뉴 유니버스,9.27
1757,20190213,어느 가족,9.24
1758,20190213,"님아, 그 강을 건너지 마오",9.23
1759,20190213,러빙 빈센트,9.21
1760,20190213,바울,9.17
1761,20190213,극장판 공룡메카드: 타이니소어의 섬,9.15
1762,20190213,스타 이즈 본,9.15
1763,20190213,증인,9.14
1764,20190213,인생 후르츠,9.11
1765,20190213,로마,9.10
1766,20190213,말모이,9.06
1767,20190213,바르다가 사랑한 얼굴들,8.91
1768,20190213,극장판 헬로카봇:옴파로스 섬의 비밀,8.85
1769,20190213,소공녀,8.83
1770,20190213,일일시호일,8.83
1771,20190213,알리타: 배틀 엔젤,8.80
1772,20190213,주먹왕 랄프 2: 인터넷 속으로,8.75
1773,20190213,극한직업,8.75
1774,20190213,플로리다 프로젝트,8.57
1775,20190213,레토,8.41
1776,20190213,셰이프 오브 워터: 사랑의 모양,8.36
1777,20190213,내안의 그놈,8.35
1778,20190213,패터슨,8.32
1779,20190213,B급 며느리,8.02
1780,20190213,사울의 아들,7.83
1781,20190213,글래스,7.62
1782,20190213,기묘한 가족,6.86
1783,20190213,뺑반,6.61
1784,20190213,미래의 미라이,6.14
1785,20190213,혈투,5.25
1786,20190213,PMC: 더 벙커,5.25
1787,20190213,봉신연의: 영웅의 귀환,4.87
1788,20190214,그린 북,9.64
1789,20190214,가버나움,9.59
1790,20190214,보헤미안 랩소디,9.44
1791,20190214,언더독,9.43
1792,20190214,폴란드로 간 아이들,9.40
1793,20190214,쉰들러 리스트,9.36
1794,20190214,드래곤 길들이기 3,9.27
1795,20190214,스파이더맨: 뉴 유니버스,9.26
1796,20190214,어느 가족,9.24
1797,20190214,"님아, 그 강을 건너지 마오",9.23
1798,20190214,러빙 빈센트,9.21
1799,20190214,바울,9.17
1800,20190214,극장판 공룡메카드: 타이니소어의 섬,9.16
1801,20190214,스타 이즈 본,9.15
1802,20190214,인생 후르츠,9.10
1803,20190214,로마,9.10
1804,20190214,말모이,9.06
1805,20190214,바르다가 사랑한 얼굴들,8.91
1806,20190214,극장판 헬로카봇:옴파로스 섬의 비밀,8.85
1807,20190214,소공녀,8.83
1808,20190214,일일시호일,8.83
1809,20190214,증인,8.80
1810,20190214,알리타: 배틀 엔젤,8.78
1811,20190214,주먹왕 랄프 2: 인터넷 속으로,8.75
1812,20190214,극한직업,8.73
1813,20190214,플로리다 프로젝트,8.57
1814,20190214,레토,8.41
1815,20190214,셰이프 오브 워터: 사랑의 모양,8.36
1816,20190214,내안의 그놈,8.34
1817,20190214,해피 데스데이 2 유,8.19
1818,20190214,B급 며느리,8.02
1819,20190214,사울의 아들,7.83
1820,20190214,님포매니악 볼륨2,7.79
1821,20190214,예수는 역사다,7.69
1822,20190214,님포매니악 볼륨1,7.61
1823,20190214,글래스,7.60
1824,20190214,블랙 팬서,7.51
1825,20190214,뺑반,6.60
1826,20190214,안티크라이스트,6.52
1827,20190214,미래의 미라이,6.13
1828,20190214,기묘한 가족,5.92
1829,20190214,혈투,5.25
1830,20190214,PMC: 더 벙커,5.24
1831,20190214,봉신연의: 영웅의 귀환,4.87
1832,20190215,그린 북,9.64
1833,20190215,가버나움,9.59
1834,20190215,보헤미안 랩소디,9.44
1835,20190215,언더독,9.43
1836,20190215,폴란드로 간 아이들,9.40
1837,20190215,드래곤볼 슈퍼: 브로리,9.37
1838,20190215,쉰들러 리스트,9.36
1839,20190215,드래곤 길들이기 3,9.27
1840,20190215,스파이더맨: 뉴 유니버스,9.26
1841,20190215,어느 가족,9.24
1842,20190215,"님아, 그 강을 건너지 마오",9.23
1843,20190215,러빙 빈센트,9.21
1844,20190215,바울,9.17
1845,20190215,스타 이즈 본,9.15
1846,20190215,인생 후르츠,9.10
1847,20190215,로마,9.10
1848,20190215,말모이,9.06
1849,20190215,극장판 헬로카봇:옴파로스 섬의 비밀,8.84
1850,20190215,메리 포핀스 리턴즈,8.84
1851,20190215,일일시호일,8.84
1852,20190215,소공녀,8.83
1853,20190215,증인,8.80
1854,20190215,알리타: 배틀 엔젤,8.78
1855,20190215,주먹왕 랄프 2: 인터넷 속으로,8.75
1856,20190215,극한직업,8.73
1857,20190215,플로리다 프로젝트,8.57
1858,20190215,레토,8.41
1859,20190215,셰이프 오브 워터: 사랑의 모양,8.36
1860,20190215,내안의 그놈,8.34
1861,20190215,해피 데스데이 2 유,8.13
1862,20190215,사울의 아들,7.83
1863,20190215,님포매니악 볼륨2,7.79
1864,20190215,님포매니악 볼륨1,7.61
1865,20190215,글래스,7.59
1866,20190215,블랙 팬서,7.51
1867,20190215,뺑반,6.60
1868,20190215,안티크라이스트,6.53
1869,20190215,미래의 미라이,6.14
1870,20190215,기묘한 가족,5.77
1871,20190215,혈투,5.25
1872,20190215,봉신연의: 영웅의 귀환,4.87
1873,20190216,그린 북,9.65
1874,20190216,가버나움,9.59
1875,20190216,보헤미안 랩소디,9.44
1876,20190216,언더독,9.43
1877,20190216,폴란드로 간 아이들,9.40
1878,20190216,쉰들러 리스트,9.36
1879,20190216,드래곤볼 슈퍼: 브로리,9.33
1880,20190216,드래곤 길들이기 3,9.27
1881,20190216,스파이더맨: 뉴 유니버스,9.26
1882,20190216,어느 가족,9.23
1883,20190216,"님아, 그 강을 건너지 마오",9.23
1884,20190216,러빙 빈센트,9.21
1885,20190216,바울,9.17
1886,20190216,극장판 공룡메카드: 타이니소어의 섬,9.16
1887,20190216,스타 이즈 본,9.15
1888,20190216,인생 후르츠,9.10
1889,20190216,로마,9.09
1890,20190216,말모이,9.06
1891,20190216,증인,8.88
1892,20190216,소공녀,8.83
1893,20190216,일일시호일,8.83
1894,20190216,극장판 헬로카봇:옴파로스 섬의 비밀,8.82
1895,20190216,알리타: 배틀 엔젤,8.77
1896,20190216,주먹왕 랄프 2: 인터넷 속으로,8.74
1897,20190216,메리 포핀스 리턴즈,8.72
1898,20190216,극한직업,8.72
1899,20190216,레토,8.42
1900,20190216,셰이프 오브 워터: 사랑의 모양,8.36
1901,20190216,내안의 그놈,8.33
1902,20190216,해피 데스데이 2 유,8.06
1903,20190216,님포매니악 볼륨2,7.79
1904,20190216,님포매니악 볼륨1,7.61
1905,20190216,글래스,7.59
1906,20190216,블랙 팬서,7.51
1907,20190216,뺑반,6.60
1908,20190216,안티크라이스트,6.53
1909,20190216,미래의 미라이,6.13
1910,20190216,기묘한 가족,5.74
1911,20190216,혈투,5.25
1912,20190216,봉신연의: 영웅의 귀환,4.87
1913,20190217,그린 북,9.65
1914,20190217,가버나움,9.59
1915,20190217,보헤미안 랩소디,9.43
1916,20190217,언더독,9.43
1917,20190217,폴란드로 간 아이들,9.40
1918,20190217,쉰들러 리스트,9.36
1919,20190217,드래곤볼 슈퍼: 브로리,9.34
1920,20190217,드래곤 길들이기 3,9.27
1921,20190217,스파이더맨: 뉴 유니버스,9.26
1922,20190217,어느 가족,9.23
1923,20190217,"님아, 그 강을 건너지 마오",9.23
1924,20190217,러빙 빈센트,9.21
1925,20190217,바울,9.17
1926,20190217,극장판 공룡메카드: 타이니소어의 섬,9.16
1927,20190217,스타 이즈 본,9.15
1928,20190217,인생 후르츠,9.10
1929,20190217,로마,9.09
1930,20190217,말모이,9.06
1931,20190217,증인,9.00
1932,20190217,일일시호일,8.84
1933,20190217,레고 무비2,8.82
1934,20190217,극장판 헬로카봇:옴파로스 섬의 비밀,8.81
1935,20190217,알리타: 배틀 엔젤,8.78
1936,20190217,주먹왕 랄프 2: 인터넷 속으로,8.74
1937,20190217,극한직업,8.71
1938,20190217,메리 포핀스 리턴즈,8.55
1939,20190217,레토,8.42
1940,20190217,내안의 그놈,8.33
1941,20190217,해피 데스데이 2 유,8.03
1942,20190217,님포매니악 볼륨2,7.79
1943,20190217,님포매니악 볼륨1,7.61
1944,20190217,글래스,7.59
1945,20190217,블랙 팬서,7.51
1946,20190217,뺑반,6.60
1947,20190217,안티크라이스트,6.52
1948,20190217,미래의 미라이,6.14
1949,20190217,기묘한 가족,5.67
1950,20190217,봉신연의: 영웅의 귀환,4.86
1951,20190218,그린 북,9.65
1952,20190218,가버나움,9.59
1953,20190218,보헤미안 랩소디,9.44
1954,20190218,언더독,9.43
1955,20190218,폴란드로 간 아이들,9.40
1956,20190218,드래곤볼 슈퍼: 브로리,9.37
1957,20190218,쉰들러 리스트,9.36
1958,20190218,드래곤 길들이기 3,9.27
1959,20190218,스파이더맨: 뉴 유니버스,9.26
1960,20190218,어느 가족,9.23
1961,20190218,"님아, 그 강을 건너지 마오",9.23
1962,20190218,러빙 빈센트,9.21
1963,20190218,바울,9.17
1964,20190218,극장판 공룡메카드: 타이니소어의 섬,9.16
1965,20190218,스타 이즈 본,9.15
1966,20190218,인생 후르츠,9.10
1967,20190218,로마,9.09
1968,20190218,말모이,9.06
1969,20190218,증인,9.02
1970,20190218,일일시호일,8.84
1971,20190218,레고 무비2,8.82
1972,20190218,극장판 헬로카봇:옴파로스 섬의 비밀,8.80
1973,20190218,알리타: 배틀 엔젤,8.78
1974,20190218,주먹왕 랄프 2: 인터넷 속으로,8.73
1975,20190218,극한직업,8.70
1976,20190218,메리 포핀스 리턴즈,8.46
1977,20190218,레토,8.42
1978,20190218,내안의 그놈,8.32
1979,20190218,해피 데스데이 2 유,8.02
1980,20190218,님포매니악 볼륨2,7.79
1981,20190218,님포매니악 볼륨1,7.61
1982,20190218,글래스,7.59
1983,20190218,블랙 팬서,7.51
1984,20190218,뺑반,6.60
1985,20190218,안티크라이스트,6.52
1986,20190218,미래의 미라이,6.14
1987,20190218,기묘한 가족,5.70
1988,20190218,봉신연의: 영웅의 귀환,4.86
1989,20190219,그린 북,9.65
1990,20190219,가버나움,9.59
1991,20190219,보헤미안 랩소디,9.43
1992,20190219,언더독,9.43
1993,20190219,폴란드로 간 아이들,9.40
1994,20190219,드래곤볼 슈퍼: 브로리,9.37
1995,20190219,쉰들러 리스트,9.36
1996,20190219,스파이더맨: 뉴 유니버스,9.26
1997,20190219,드래곤 길들이기 3,9.26
1998,20190219,어느 가족,9.23
1999,20190219,"님아, 그 강을 건너지 마오",9.23
2000,20190219,러빙 빈센트,9.21
2001,20190219,바울,9.17
2002,20190219,극장판 공룡메카드: 타이니소어의 섬,9.16
2003,20190219,스타 이즈 본,9.15
2004,20190219,인생 후르츠,9.10
2005,20190219,로마,9.09
2006,20190219,말모이,9.06
2007,20190219,증인,9.03
2008,20190219,일일시호일,8.85
2009,20190219,레고 무비2,8.82
2010,20190219,극장판 헬로카봇:옴파로스 섬의 비밀,8.79
2011,20190219,알리타: 배틀 엔젤,8.78
2012,20190219,주먹왕 랄프 2: 인터넷 속으로,8.73
2013,20190219,극한직업,8.70
2014,20190219,레토,8.42
2015,20190219,메리 포핀스 리턴즈,8.39
2016,20190219,내안의 그놈,8.32
2017,20190219,해피 데스데이 2 유,7.94
2018,20190219,님포매니악 볼륨2,7.79
2019,20190219,님포매니악 볼륨1,7.61
2020,20190219,글래스,7.58
2021,20190219,블랙 팬서,7.50
2022,20190219,뺑반,6.60
2023,20190219,안티크라이스트,6.52
2024,20190219,타이탄,6.32
2025,20190219,미래의 미라이,6.14
2026,20190219,기묘한 가족,5.67
2027,20190219,봉신연의: 영웅의 귀환,4.86
2028,20190220,그린 북,9.65
2029,20190220,가버나움,9.58
2030,20190220,보헤미안 랩소디,9.43
2031,20190220,언더독,9.43
2032,20190220,폴란드로 간 아이들,9.40
2033,20190220,드래곤볼 슈퍼: 브로리,9.36
2034,20190220,쉰들러 리스트,9.36
2035,20190220,스파이더맨: 뉴 유니버스,9.26
2036,20190220,드래곤 길들이기 3,9.26
2037,20190220,어느 가족,9.23
2038,20190220,"님아, 그 강을 건너지 마오",9.23
2039,20190220,러빙 빈센트,9.21
2040,20190220,바울,9.17
2041,20190220,극장판 공룡메카드: 타이니소어의 섬,9.16
2042,20190220,스타 이즈 본,9.15
2043,20190220,인생 후르츠,9.10
2044,20190220,로마,9.09
2045,20190220,말모이,9.06
2046,20190220,증인,9.03
2047,20190220,일일시호일,8.85
2048,20190220,레고 무비2,8.82
2049,20190220,극장판 헬로카봇:옴파로스 섬의 비밀,8.79
2050,20190220,알리타: 배틀 엔젤,8.78
2051,20190220,주먹왕 랄프 2: 인터넷 속으로,8.73
2052,20190220,극한직업,8.69
2053,20190220,레토,8.42
2054,20190220,메리 포핀스 리턴즈,8.37
2055,20190220,내안의 그놈,8.31
2056,20190220,해피 데스데이 2 유,7.91
2057,20190220,님포매니악 볼륨2,7.79
2058,20190220,사바하,7.76
2059,20190220,님포매니악 볼륨1,7.61
2060,20190220,블랙 팬서,7.50
2061,20190220,뺑반,6.59
2062,20190220,안티크라이스트,6.52
2063,20190220,타이탄,6.32
2064,20190220,미래의 미라이,6.14
2065,20190220,기묘한 가족,5.66
2066,20190220,PMC: 더 벙커,5.24
2067,20190220,봉신연의: 영웅의 귀환,4.86
2068,20190221,그린 북,9.65
2069,20190221,가버나움,9.59
2070,20190221,보헤미안 랩소디,9.44
2071,20190221,언더독,9.42
2072,20190221,폴란드로 간 아이들,9.40
2073,20190221,쉰들러 리스트,9.36
2074,20190221,드래곤볼 슈퍼: 브로리,9.34
2075,20190221,드래곤 길들이기 3,9.26
2076,20190221,스파이더맨: 뉴 유니버스,9.26
2077,20190221,어느 가족,9.23
2078,20190221,"님아, 그 강을 건너지 마오",9.23
2079,20190221,러빙 빈센트,9.21
2080,20190221,바울,9.17
2081,20190221,극장판 공룡메카드: 타이니소어의 섬,9.16
2082,20190221,스타 이즈 본,9.15
2083,20190221,인생 후르츠,9.10
2084,20190221,로마,9.09
2085,20190221,말모이,9.06
2086,20190221,증인,9.04
2087,20190221,일일시호일,8.84
2088,20190221,레고 무비2,8.83
2089,20190221,극장판 헬로카봇:옴파로스 섬의 비밀,8.79
2090,20190221,알리타: 배틀 엔젤,8.77
2091,20190221,주먹왕 랄프 2: 인터넷 속으로,8.73
2092,20190221,극한직업,8.69
2093,20190221,어둠 속의 댄서,8.43
2094,20190221,레토,8.41
2095,20190221,메리 포핀스 리턴즈,8.34
2096,20190221,내안의 그놈,8.31
2097,20190221,해피 데스데이 2 유,7.88
2098,20190221,님포매니악 볼륨2,7.79
2099,20190221,님포매니악 볼륨1,7.61
2100,20190221,사바하,7.57
2101,20190221,블랙 팬서,7.50
2102,20190221,콜드 체이싱,6.88
2103,20190221,안티크라이스트,6.52
2104,20190221,뺑반,6.50
2105,20190221,타이탄,6.32
2106,20190221,미래의 미라이,6.15
2107,20190221,기묘한 가족,5.65
2108,20190221,PMC: 더 벙커,5.24
2109,20190222,그린 북,9.64
2110,20190222,가버나움,9.59
2111,20190222,보헤미안 랩소디,9.44
2112,20190222,언더독,9.41
2113,20190222,폴란드로 간 아이들,9.40
2114,20190222,쉰들러 리스트,9.36
2115,20190222,드래곤볼 슈퍼: 브로리,9.30
2116,20190222,드래곤 길들이기 3,9.26
2117,20190222,스파이더맨: 뉴 유니버스,9.26
2118,20190222,어느 가족,9.23
2119,20190222,"님아, 그 강을 건너지 마오",9.23
2120,20190222,러빙 빈센트,9.21
2121,20190222,빠삐용,9.19
2122,20190222,바울,9.17
2123,20190222,스타 이즈 본,9.15
2124,20190222,인생 후르츠,9.10
2125,20190222,로마,9.09
2126,20190222,말모이,9.06
2127,20190222,증인,9.06
2128,20190222,일일시호일,8.84
2129,20190222,레고 무비2,8.83
